Loan_ID,Married_No,Married_Yes,Dependents,Gender_Male,Gender_Female,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area_Urban,Property_Area_Rural,Property_Area_Semiurban,Loan_Status_Y,Loan_Status_N
LP002807,0,1,2.0,1,0,0,1,1,0,3675,242.0,108.0,360.0,1.0,0,0,1,1,0
LP002820,0,1,0.0,1,0,1,0,1,0,5923,2054.0,211.0,360.0,1.0,0,1,0,1,0
LP002821,1,0,0.0,1,0,0,1,0,1,5800,0.0,132.0,360.0,1.0,0,0,1,1,0
LP002832,0,1,2.0,1,0,1,0,1,0,8799,0.0,258.0,360.0,0.0,1,0,0,0,1
LP002833,0,1,0.0,1,0,0,1,1,0,4467,0.0,120.0,360.0,1.0,0,1,0,1,0
LP002836,1,0,0.0,1,0,1,0,1,0,3333,0.0,70.0,360.0,1.0,1,0,0,1,0
LP002837,0,1,3.0,1,0,1,0,1,0,3400,2500.0,123.0,360.0,0.0,0,1,0,0,1
LP002840,1,0,0.0,0,1,1,0,1,0,2378,0.0,9.0,360.0,1.0,1,0,0,0,1
LP002841,0,1,0.0,1,0,1,0,1,0,3166,2064.0,104.0,360.0,0.0,1,0,0,0,1
LP002842,0,1,1.0,1,0,1,0,1,0,3417,1750.0,186.0,360.0,1.0,1,0,0,1,0
LP002847,0,1,0.76,1,0,1,0,1,0,5116,1451.0,165.0,360.0,0.0,1,0,0,0,1
LP002862,0,1,2.0,1,0,0,1,1,0,6125,1625.0,187.0,480.0,1.0,0,0,1,0,1
LP002863,0,1,3.0,1,0,1,0,1,0,6406,0.0,150.0,360.0,1.0,0,0,1,0,1
LP002868,0,1,2.0,1,0,1,0,1,0,3159,461.0,108.0,84.0,1.0,1,0,0,1,0
LP002872,0,1,0.0,1,0,1,0,1,0,3087,2210.0,136.0,360.0,0.0,0,0,1,0,1
LP002874,1,0,0.0,1,0,1,0,1,0,3229,2739.0,110.0,360.0,1.0,1,0,0,1,0
LP002877,0,1,1.0,1,0,1,0,1,0,1782,2232.0,107.0,360.0,1.0,0,1,0,1,0
LP002888,1,0,0.0,1,0,1,0,1,0,3182,2917.0,161.0,360.0,1.0,1,0,0,1,0
LP002892,0,1,2.0,1,0,1,0,1,0,6540,0.0,205.0,360.0,1.0,0,0,1,1,0
LP002893,1,0,0.0,1,0,1,0,1,0,1836,33837.0,90.0,360.0,1.0,1,0,0,0,1
LP002894,0,1,0.0,0,1,1,0,1,0,3166,0.0,36.0,360.0,1.0,0,0,1,1,0
LP002898,0,1,1.0,1,0,1,0,1,0,1880,0.0,61.0,360.0,1.0,0,1,0,0,1
LP002911,0,1,1.0,1,0,1,0,1,0,2787,1917.0,146.0,360.0,0.0,0,1,0,0,1
LP002912,0,1,1.0,1,0,1,0,1,0,4283,3000.0,172.0,84.0,1.0,0,1,0,0,1
LP002916,0,1,0.0,1,0,1,0,1,0,2297,1522.0,104.0,360.0,1.0,1,0,0,1,0
LP002917,1,0,0.0,0,1,0,1,1,0,2165,0.0,70.0,360.0,1.0,0,0,1,1,0
LP002925,1,0,0.0,1,0,1,0,1,0,4750,0.0,94.0,360.0,1.0,0,0,1,1,0
LP002926,0,1,2.0,1,0,1,0,0,1,2726,0.0,106.0,360.0,0.0,0,0,1,0,1
LP002928,0,1,0.0,1,0,1,0,1,0,3000,3416.0,56.0,180.0,1.0,0,0,1,1,0
LP002931,0,1,2.0,1,0,1,0,0,1,6000,0.0,205.0,240.0,1.0,0,0,1,0,1
LP002933,1,0,3.0,1,0,1,0,0,1,9357,0.0,292.0,360.0,1.0,0,0,1,1,0
LP002936,0,1,0.0,1,0,1,0,1,0,3859,3300.0,142.0,180.0,1.0,0,1,0,1,0
LP002940,1,0,0.0,1,0,0,1,1,0,3833,0.0,110.0,360.0,1.0,0,1,0,1,0
LP002941,0,1,2.0,1,0,0,1,0,1,6383,1000.0,187.0,360.0,1.0,0,1,0,0,1
LP002943,1,0,0.76,1,0,1,0,1,0,2987,0.0,88.0,360.0,0.0,0,0,1,0,1
LP002948,0,1,2.0,1,0,1,0,1,0,5780,0.0,192.0,360.0,1.0,1,0,0,1,0
LP002949,1,0,3.0,0,1,1,0,1,0,416,41667.0,350.0,180.0,1.0,1,0,0,0,1
LP002950,0,1,0.0,1,0,0,1,1,0,2894,2792.0,155.0,360.0,1.0,0,1,0,1,0
LP002953,0,1,3.0,1,0,1,0,1,0,5703,0.0,128.0,360.0,1.0,1,0,0,1,0
LP002958,1,0,0.0,1,0,1,0,1,0,3676,4301.0,172.0,360.0,1.0,0,1,0,1,0
LP002960,0,1,0.0,1,0,0,1,1,0,2400,3800.0,146.41,180.0,1.0,1,0,0,0,1
LP002961,0,1,1.0,1,0,1,0,1,0,3400,2500.0,173.0,360.0,1.0,0,0,1,1,0
LP002964,0,1,2.0,1,0,0,1,1,0,3987,1411.0,157.0,360.0,1.0,0,1,0,1,0
LP002974,0,1,0.0,1,0,1,0,1,0,3232,1950.0,108.0,360.0,1.0,0,1,0,1,0
LP002978,1,0,0.0,0,1,1,0,1,0,2900,0.0,71.0,360.0,1.0,0,1,0,1,0
LP002979,0,1,3.0,1,0,1,0,1,0,4106,0.0,40.0,180.0,1.0,0,1,0,1,0
LP002983,0,1,1.0,1,0,1,0,1,0,8072,240.0,253.0,360.0,1.0,1,0,0,1,0
LP002984,0,1,2.0,1,0,1,0,1,0,7583,0.0,187.0,360.0,1.0,1,0,0,1,0
LP002990,1,0,0.0,0,1,1,0,0,1,4583,0.0,133.0,360.0,0.0,0,0,1,0,1
