Loan_ID,Married,Dependents,Gender,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002789,Yes,0.0,Male,Graduate,No,3593,4266.0,132.0,180.0,0.0,Rural,N
LP002792,Yes,1.0,Male,Graduate,No,5468,1032.0,26.0,360.0,1.0,Semiurban,Y
LP002794,No,0.0,Female,Graduate,No,2667,1625.0,84.0,360.0,1.0,Urban,Y
LP002795,Yes,3.0,Male,Graduate,Yes,10139,0.0,260.0,360.0,1.0,Semiurban,Y
LP002798,Yes,0.0,Male,Graduate,No,3887,2669.0,162.0,360.0,1.0,Semiurban,Y
LP002804,Yes,0.0,Female,Graduate,No,4180,2306.0,182.0,360.0,1.0,Semiurban,Y
LP002807,Yes,2.0,Male,Not Graduate,No,3675,242.0,108.0,360.0,1.0,Semiurban,Y
LP002813,Yes,1.0,Female,Graduate,Yes,19484,0.0,600.0,360.0,1.0,Semiurban,Y
LP002820,Yes,0.0,Male,Graduate,No,5923,2054.0,211.0,360.0,1.0,Rural,Y
LP002821,No,0.0,Male,Not Graduate,Yes,5800,0.0,132.0,360.0,1.0,Semiurban,Y
LP002832,Yes,2.0,Male,Graduate,No,8799,0.0,258.0,360.0,0.0,Urban,N
LP002833,Yes,0.0,Male,Not Graduate,No,4467,0.0,120.0,360.0,1.0,Rural,Y
LP002836,No,0.0,Male,Graduate,No,3333,0.0,70.0,360.0,1.0,Urban,Y
LP002837,Yes,3.0,Male,Graduate,No,3400,2500.0,123.0,360.0,0.0,Rural,N
LP002840,No,0.0,Female,Graduate,No,2378,0.0,9.0,360.0,1.0,Urban,N
LP002841,Yes,0.0,Male,Graduate,No,3166,2064.0,104.0,360.0,0.0,Urban,N
LP002842,Yes,1.0,Male,Graduate,No,3417,1750.0,186.0,360.0,1.0,Urban,Y
LP002847,Yes,0.76,Male,Graduate,No,5116,1451.0,165.0,360.0,0.0,Urban,N
LP002855,Yes,2.0,Male,Graduate,No,16666,0.0,275.0,360.0,1.0,Urban,Y
LP002862,Yes,2.0,Male,Not Graduate,No,6125,1625.0,187.0,480.0,1.0,Semiurban,N
LP002863,Yes,3.0,Male,Graduate,No,6406,0.0,150.0,360.0,1.0,Semiurban,N
LP002868,Yes,2.0,Male,Graduate,No,3159,461.0,108.0,84.0,1.0,Urban,Y
LP002872,Yes,0.0,Male,Graduate,No,3087,2210.0,136.0,360.0,0.0,Semiurban,N
LP002874,No,0.0,Male,Graduate,No,3229,2739.0,110.0,360.0,1.0,Urban,Y
LP002877,Yes,1.0,Male,Graduate,No,1782,2232.0,107.0,360.0,1.0,Rural,Y
LP002888,No,0.0,Male,Graduate,No,3182,2917.0,161.0,360.0,1.0,Urban,Y
LP002892,Yes,2.0,Male,Graduate,No,6540,0.0,205.0,360.0,1.0,Semiurban,Y
LP002893,No,0.0,Male,Graduate,No,1836,33837.0,90.0,360.0,1.0,Urban,N
LP002894,Yes,0.0,Female,Graduate,No,3166,0.0,36.0,360.0,1.0,Semiurban,Y
LP002898,Yes,1.0,Male,Graduate,No,1880,0.0,61.0,360.0,1.0,Rural,N
LP002911,Yes,1.0,Male,Graduate,No,2787,1917.0,146.0,360.0,0.0,Rural,N
LP002912,Yes,1.0,Male,Graduate,No,4283,3000.0,172.0,84.0,1.0,Rural,N
LP002916,Yes,0.0,Male,Graduate,No,2297,1522.0,104.0,360.0,1.0,Urban,Y
LP002917,No,0.0,Female,Not Graduate,No,2165,0.0,70.0,360.0,1.0,Semiurban,Y
LP002925,No,0.0,Male,Graduate,No,4750,0.0,94.0,360.0,1.0,Semiurban,Y
LP002926,Yes,2.0,Male,Graduate,Yes,2726,0.0,106.0,360.0,0.0,Semiurban,N
LP002928,Yes,0.0,Male,Graduate,No,3000,3416.0,56.0,180.0,1.0,Semiurban,Y
LP002931,Yes,2.0,Male,Graduate,Yes,6000,0.0,205.0,240.0,1.0,Semiurban,N
LP002933,No,3.0,Male,Graduate,Yes,9357,0.0,292.0,360.0,1.0,Semiurban,Y
LP002936,Yes,0.0,Male,Graduate,No,3859,3300.0,142.0,180.0,1.0,Rural,Y
LP002938,Yes,0.0,Male,Graduate,Yes,16120,0.0,260.0,360.0,1.0,Urban,Y
LP002940,No,0.0,Male,Not Graduate,No,3833,0.0,110.0,360.0,1.0,Rural,Y
LP002941,Yes,2.0,Male,Not Graduate,Yes,6383,1000.0,187.0,360.0,1.0,Rural,N
LP002943,No,0.76,Male,Graduate,No,2987,0.0,88.0,360.0,0.0,Semiurban,N
LP002945,Yes,0.0,Male,Graduate,Yes,9963,0.0,180.0,360.0,1.0,Rural,Y
LP002948,Yes,2.0,Male,Graduate,No,5780,0.0,192.0,360.0,1.0,Urban,Y
LP002949,No,3.0,Female,Graduate,No,416,41667.0,350.0,180.0,1.0,Urban,N
LP002950,Yes,0.0,Male,Not Graduate,No,2894,2792.0,155.0,360.0,1.0,Rural,Y
LP002953,Yes,3.0,Male,Graduate,No,5703,0.0,128.0,360.0,1.0,Urban,Y
LP002958,No,0.0,Male,Graduate,No,3676,4301.0,172.0,360.0,1.0,Rural,Y
LP002959,Yes,1.0,Female,Graduate,No,12000,0.0,496.0,360.0,1.0,Semiurban,Y
LP002960,Yes,0.0,Male,Not Graduate,No,2400,3800.0,146.41,180.0,1.0,Urban,N
LP002961,Yes,1.0,Male,Graduate,No,3400,2500.0,173.0,360.0,1.0,Semiurban,Y
LP002964,Yes,2.0,Male,Not Graduate,No,3987,1411.0,157.0,360.0,1.0,Rural,Y
LP002974,Yes,0.0,Male,Graduate,No,3232,1950.0,108.0,360.0,1.0,Rural,Y
LP002978,No,0.0,Female,Graduate,No,2900,0.0,71.0,360.0,1.0,Rural,Y
LP002979,Yes,3.0,Male,Graduate,No,4106,0.0,40.0,180.0,1.0,Rural,Y
LP002983,Yes,1.0,Male,Graduate,No,8072,240.0,253.0,360.0,1.0,Urban,Y
LP002984,Yes,2.0,Male,Graduate,No,7583,0.0,187.0,360.0,1.0,Urban,Y
LP002990,No,0.0,Female,Graduate,Yes,4583,0.0,133.0,360.0,0.0,Semiurban,N
